Name,Category,Type,Version,Developer/BundleID,Drive,Install_Path
CS-80 V4,User VST3 Plugins,Audio Plugin,Active,Audio DSP,Internal M2 Ultra,/Users/m2ultra/Library/Audio/Plug-Ins/VST3/CS-80 V4.vst3
Ozone 9 Vintage EQ,User VST3 Plugins,Audio Plugin,Active,Audio DSP,Internal M2 Ultra,/Users/m2ultra/Library/Audio/Plug-Ins/VST3/Ozone 9 Vintage EQ.vst3
Play,User VST3 Plugins,Audio Plugin,Active,Audio DSP,Internal M2 Ultra,/Users/m2ultra/Library/Audio/Plug-Ins/VST3/Play.vst3
Massive,User VST3 Plugins,Audio Plugin,Active,Audio DSP,Internal M2 Ultra,/Users/m2ultra/Library/Audio/Plug-Ins/VST3/Massive.vst3
BC Triple EQ 4 VST3(Stereo),User VST3 Plugins,Audio Plugin,Active,Audio DSP,Internal M2 Ultra,/Users/m2ultra/Library/Audio/Plug-Ins/VST3/BC Triple EQ 4 VST3(Stereo).vst3
uaudio_teletronix_la-2a_gray,User VST3 Plugins,Audio Plugin,Active,Audio DSP,Internal M2 Ultra,/Users/m2ultra/Library/Audio/Plug-Ins/VST3/uaudio_teletronix_la-2a_gray.vst3
WaveShell1-VST3 14.8,User VST3 Plugins,Audio Plugin,Active,Audio DSP,Internal M2 Ultra,/Users/m2ultra/Library/Audio/Plug-Ins/VST3/WaveShell1-VST3 14.8.vst3
WaveShell1-VST3 14.19,User VST3 Plugins,Audio Plugin,Active,Audio DSP,Internal M2 Ultra,/Users/m2ultra/Library/Audio/Plug-Ins/VST3/WaveShell1-VST3 14.19.vst3
Ozone 10 Spectral Shaper,User VST3 Plugins,Audio Plugin,Active,Audio DSP,Internal M2 Ultra,/Users/m2ultra/Library/Audio/Plug-Ins/VST3/Ozone 10 Spectral Shaper.vst3
iZotope Ozone 7,User VST3 Plugins,Audio Plugin,Active,Audio DSP,Internal M2 Ultra,/Users/m2ultra/Library/Audio/Plug-Ins/VST3/iZotope Ozone 7.vst3
THE_STRIP,User VST3 Plugins,Audio Plugin,Active,Audio DSP,Internal M2 Ultra,/Users/m2ultra/Library/Audio/Plug-Ins/VST3/THE_STRIP.vst3
Ozone 9 Vintage Limiter,User VST3 Plugins,Audio Plugin,Active,Audio DSP,Internal M2 Ultra,/Users/m2ultra/Library/Audio/Plug-Ins/VST3/Ozone 9 Vintage Limiter.vst3
Synthi V,User VST3 Plugins,Audio Plugin,Active,Audio DSP,Internal M2 Ultra,/Users/m2ultra/Library/Audio/Plug-Ins/VST3/Synthi V.vst3
bx_delay2500,User VST3 Plugins,Audio Plugin,Active,Audio DSP,Internal M2 Ultra,/Users/m2ultra/Library/Audio/Plug-Ins/VST3/bx_delay2500.vst3
TDR Nova,User VST3 Plugins,Audio Plugin,Active,Audio DSP,Internal M2 Ultra,/Users/m2ultra/Library/Audio/Plug-Ins/VST3/TDR Nova.vst3
RX 11 Connect,User VST3 Plugins,Audio Plugin,Active,Audio DSP,Internal M2 Ultra,/Users/m2ultra/Library/Audio/Plug-Ins/VST3/RX 11 Connect.vst3
VEA,User VST3 Plugins,Audio Plugin,Active,Audio DSP,Internal M2 Ultra,/Users/m2ultra/Library/Audio/Plug-Ins/VST3/VEA.vst3
Piano V2,User VST3 Plugins,Audio Plugin,Active,Audio DSP,Internal M2 Ultra,/Users/m2ultra/Library/Audio/Plug-Ins/VST3/Piano V2.vst3
Ozone 10 Match EQ,User VST3 Plugins,Audio Plugin,Active,Audio DSP,Internal M2 Ultra,/Users/m2ultra/Library/Audio/Plug-Ins/VST3/Ozone 10 Match EQ.vst3
Neutron 3 Transient Shaper,User VST3 Plugins,Audio Plugin,Active,Audio DSP,Internal M2 Ultra,/Users/m2ultra/Library/Audio/Plug-Ins/VST3/Neutron 3 Transient Shaper.vst3
KrotosStudio,User VST3 Plugins,Audio Plugin,Active,Audio DSP,Internal M2 Ultra,/Users/m2ultra/Library/Audio/Plug-Ins/VST3/KrotosStudio.vst3
RX 11 Repair Assistant,User VST3 Plugins,Audio Plugin,Active,Audio DSP,Internal M2 Ultra,/Users/m2ultra/Library/Audio/Plug-Ins/VST3/RX 11 Repair Assistant.vst3
Rhino Reverb,User VST3 Plugins,Audio Plugin,Active,Audio DSP,Internal M2 Ultra,/Users/m2ultra/Library/Audio/Plug-Ins/VST3/Rhino Reverb.vst3
Neutron 4 Compressor,User VST3 Plugins,Audio Plugin,Active,Audio DSP,Internal M2 Ultra,/Users/m2ultra/Library/Audio/Plug-Ins/VST3/Neutron 4 Compressor.vst3
Analog Lab V,User VST3 Plugins,Audio Plugin,Active,Audio DSP,Internal M2 Ultra,/Users/m2ultra/Library/Audio/Plug-Ins/VST3/Analog Lab V.vst3
Dragon EQ,User VST3 Plugins,Audio Plugin,Active,Audio DSP,Internal M2 Ultra,/Users/m2ultra/Library/Audio/Plug-Ins/VST3/Dragon EQ.vst3
iZotope Iris 2,User VST3 Plugins,Audio Plugin,Active,Audio DSP,Internal M2 Ultra,/Users/m2ultra/Library/Audio/Plug-Ins/VST3/iZotope Iris 2.vst3
Tonal Balance Control 2,User VST3 Plugins,Audio Plugin,Active,Audio DSP,Internal M2 Ultra,/Users/m2ultra/Library/Audio/Plug-Ins/VST3/Tonal Balance Control 2.vst3
ADA STD-1 Stereo Tapped Delay,User VST3 Plugins,Audio Plugin,Active,Audio DSP,Internal M2 Ultra,/Users/m2ultra/Library/Audio/Plug-Ins/VST3/ADA STD-1 Stereo Tapped Delay.vst3
Ozone 9 Vintage Compressor,User VST3 Plugins,Audio Plugin,Active,Audio DSP,Internal M2 Ultra,/Users/m2ultra/Library/Audio/Plug-Ins/VST3/Ozone 9 Vintage Compressor.vst3
RX 6 Mouth De-click,User VST3 Plugins,Audio Plugin,Active,Audio DSP,Internal M2 Ultra,/Users/m2ultra/Library/Audio/Plug-Ins/VST3/RX 6 Mouth De-click.vst3
Neutron 3 Compressor,User VST3 Plugins,Audio Plugin,Active,Audio DSP,Internal M2 Ultra,/Users/m2ultra/Library/Audio/Plug-Ins/VST3/Neutron 3 Compressor.vst3
FabFilter Pro-G,User VST3 Plugins,Audio Plugin,Active,Audio DSP,Internal M2 Ultra,/Users/m2ultra/Library/Audio/Plug-Ins/VST3/FabFilter Pro-G.vst3
Piano V3,User VST3 Plugins,Audio Plugin,Active,Audio DSP,Internal M2 Ultra,/Users/m2ultra/Library/Audio/Plug-Ins/VST3/Piano V3.vst3
WaveShell1-VST3 14.22,User VST3 Plugins,Audio Plugin,Active,Audio DSP,Internal M2 Ultra,/Users/m2ultra/Library/Audio/Plug-Ins/VST3/WaveShell1-VST3 14.22.vst3
Ozone Imager,User VST3 Plugins,Audio Plugin,Active,Audio DSP,Internal M2 Ultra,/Users/m2ultra/Library/Audio/Plug-Ins/VST3/Ozone Imager.vst3
Emulator II V,User VST3 Plugins,Audio Plugin,Active,Audio DSP,Internal M2 Ultra,/Users/m2ultra/Library/Audio/Plug-Ins/VST3/Emulator II V.vst3
elysia niveau filter,User VST3 Plugins,Audio Plugin,Active,Audio DSP,Internal M2 Ultra,/Users/m2ultra/Library/Audio/Plug-Ins/VST3/elysia niveau filter.vst3
TR5 Quad Compressor,User VST3 Plugins,Audio Plugin,Active,Audio DSP,Internal M2 Ultra,/Users/m2ultra/Library/Audio/Plug-Ins/VST3/TR5 Quad Compressor.vst3
TR5 Tape Echo,User VST3 Plugins,Audio Plugin,Active,Audio DSP,Internal M2 Ultra,/Users/m2ultra/Library/Audio/Plug-Ins/VST3/TR5 Tape Echo.vst3
TR5 Classic Clipper,User VST3 Plugins,Audio Plugin,Active,Audio DSP,Internal M2 Ultra,/Users/m2ultra/Library/Audio/Plug-Ins/VST3/TR5 Classic Clipper.vst3
Addictive Drums 2,User VST3 Plugins,Audio Plugin,Active,Audio DSP,Internal M2 Ultra,/Users/m2ultra/Library/Audio/Plug-Ins/VST3/Addictive Drums 2.vst3
TR5 EQ-81,User VST3 Plugins,Audio Plugin,Active,Audio DSP,Internal M2 Ultra,/Users/m2ultra/Library/Audio/Plug-Ins/VST3/TR5 EQ-81.vst3
THE_LIQUID 2,User VST3 Plugins,Audio Plugin,Active,Audio DSP,Internal M2 Ultra,/Users/m2ultra/Library/Audio/Plug-Ins/VST3/THE_LIQUID 2.vst3
uaudio_fairchild_670,User VST3 Plugins,Audio Plugin,Active,Audio DSP,Internal M2 Ultra,/Users/m2ultra/Library/Audio/Plug-Ins/VST3/uaudio_fairchild_670.vst3
FabFilter Pro-Q 3,User VST3 Plugins,Audio Plugin,Active,Audio DSP,Internal M2 Ultra,/Users/m2ultra/Library/Audio/Plug-Ins/VST3/FabFilter Pro-Q 3.vst3
TimeMachine,User VST3 Plugins,Audio Plugin,Active,Audio DSP,Internal M2 Ultra,/Users/m2ultra/Library/Audio/Plug-Ins/VST3/TimeMachine.vst3
Bite,User VST3 Plugins,Audio Plugin,Active,Audio DSP,Internal M2 Ultra,/Users/m2ultra/Library/Audio/Plug-Ins/VST3/Bite.vst3
Farfisa V,User VST3 Plugins,Audio Plugin,Active,Audio DSP,Internal M2 Ultra,/Users/m2ultra/Library/Audio/Plug-Ins/VST3/Farfisa V.vst3
THE_BUILD,User VST3 Plugins,Audio Plugin,Active,Audio DSP,Internal M2 Ultra,/Users/m2ultra/Library/Audio/Plug-Ins/VST3/THE_BUILD.vst3
Neutron 3 Elements,User VST3 Plugins,Audio Plugin,Active,Audio DSP,Internal M2 Ultra,/Users/m2ultra/Library/Audio/Plug-Ins/VST3/Neutron 3 Elements.vst3
Orb Chords,User VST3 Plugins,Audio Plugin,Active,Audio DSP,Internal M2 Ultra,/Users/m2ultra/Library/Audio/Plug-Ins/VST3/Orb Chords.vst3
BBC Symphony Orchestra,User VST3 Plugins,Audio Plugin,Active,Audio DSP,Internal M2 Ultra,/Users/m2ultra/Library/Audio/Plug-Ins/VST3/BBC Symphony Orchestra.vst3
Syntronik 2,User VST3 Plugins,Audio Plugin,Active,Audio DSP,Internal M2 Ultra,/Users/m2ultra/Library/Audio/Plug-Ins/VST3/Syntronik 2.vst3
Originals - Cinematic Percussion,User VST3 Plugins,Audio Plugin,Active,Audio DSP,Internal M2 Ultra,/Users/m2ultra/Library/Audio/Plug-Ins/VST3/Originals - Cinematic Percussion.vst3
iZotope Ozone 6,User VST3 Plugins,Audio Plugin,Active,Audio DSP,Internal M2 Ultra,/Users/m2ultra/Library/Audio/Plug-Ins/VST3/iZotope Ozone 6.vst3
uaudio_api_vision_channel_strip,User VST3 Plugins,Audio Plugin,Active,Audio DSP,Internal M2 Ultra,/Users/m2ultra/Library/Audio/Plug-Ins/VST3/uaudio_api_vision_channel_strip.vst3
WaveShell1-VST3 14.18,User VST3 Plugins,Audio Plugin,Active,Audio DSP,Internal M2 Ultra,/Users/m2ultra/Library/Audio/Plug-Ins/VST3/WaveShell1-VST3 14.18.vst3
RX 10 De-reverb,User VST3 Plugins,Audio Plugin,Active,Audio DSP,Internal M2 Ultra,/Users/m2ultra/Library/Audio/Plug-Ins/VST3/RX 10 De-reverb.vst3
Nectar 4,User VST3 Plugins,Audio Plugin,Active,Audio DSP,Internal M2 Ultra,/Users/m2ultra/Library/Audio/Plug-Ins/VST3/Nectar 4.vst3
Toontrack Audio Sender,User VST3 Plugins,Audio Plugin,Active,Audio DSP,Internal M2 Ultra,/Users/m2ultra/Library/Audio/Plug-Ins/VST3/Toontrack Audio Sender.vst3
uaudio_teletronix_la-2a_silver,User VST3 Plugins,Audio Plugin,Active,Audio DSP,Internal M2 Ultra,/Users/m2ultra/Library/Audio/Plug-Ins/VST3/uaudio_teletronix_la-2a_silver.vst3
Nectar 4 Backer,User VST3 Plugins,Audio Plugin,Active,Audio DSP,Internal M2 Ultra,/Users/m2ultra/Library/Audio/Plug-Ins/VST3/Nectar 4 Backer.vst3
RX 8 De-hum,User VST3 Plugins,Audio Plugin,Active,Audio DSP,Internal M2 Ultra,/Users/m2ultra/Library/Audio/Plug-Ins/VST3/RX 8 De-hum.vst3
SphereDelay,User VST3 Plugins,Audio Plugin,Active,Audio DSP,Internal M2 Ultra,/Users/m2ultra/Library/Audio/Plug-Ins/VST3/SphereDelay.vst3
Prophet-VS V,User VST3 Plugins,Audio Plugin,Active,Audio DSP,Internal M2 Ultra,/Users/m2ultra/Library/Audio/Plug-Ins/VST3/Prophet-VS V.vst3
RealEight,User VST3 Plugins,Audio Plugin,Active,Audio DSP,Internal M2 Ultra,/Users/m2ultra/Library/Audio/Plug-Ins/VST3/RealEight.vst3
RX 11 Monitor,User VST3 Plugins,Audio Plugin,Active,Audio DSP,Internal M2 Ultra,/Users/m2ultra/Library/Audio/Plug-Ins/VST3/RX 11 Monitor.vst3
Flamingo Verb,User VST3 Plugins,Audio Plugin,Active,Audio DSP,Internal M2 Ultra,/Users/m2ultra/Library/Audio/Plug-Ins/VST3/Flamingo Verb.vst3
Ozone Imager 2,User VST3 Plugins,Audio Plugin,Active,Audio DSP,Internal M2 Ultra,/Users/m2ultra/Library/Audio/Plug-Ins/VST3/Ozone Imager 2.vst3
Ozone 11,User VST3 Plugins,Audio Plugin,Active,Audio DSP,Internal M2 Ultra,/Users/m2ultra/Library/Audio/Plug-Ins/VST3/Ozone 11.vst3
Trivox,User VST3 Plugins,Audio Plugin,Active,Audio DSP,Internal M2 Ultra,/Users/m2ultra/Library/Audio/Plug-Ins/VST3/Trivox.vst3
bx_boom,User VST3 Plugins,Audio Plugin,Active,Audio DSP,Internal M2 Ultra,/Users/m2ultra/Library/Audio/Plug-Ins/VST3/bx_boom.vst3
iZotope Nectar 2,User VST3 Plugins,Audio Plugin,Active,Audio DSP,Internal M2 Ultra,/Users/m2ultra/Library/Audio/Plug-Ins/VST3/iZotope Nectar 2.vst3
Nectar 4 Breath Control,User VST3 Plugins,Audio Plugin,Active,Audio DSP,Internal M2 Ultra,/Users/m2ultra/Library/Audio/Plug-Ins/VST3/Nectar 4 Breath Control.vst3
RX 8 De-click,User VST3 Plugins,Audio Plugin,Active,Audio DSP,Internal M2 Ultra,/Users/m2ultra/Library/Audio/Plug-Ins/VST3/RX 8 De-click.vst3
RX 10 Connect,User VST3 Plugins,Audio Plugin,Active,Audio DSP,Internal M2 Ultra,/Users/m2ultra/Library/Audio/Plug-Ins/VST3/RX 10 Connect.vst3
Matrix-12 V2,User VST3 Plugins,Audio Plugin,Active,Audio DSP,Internal M2 Ultra,/Users/m2ultra/Library/Audio/Plug-Ins/VST3/Matrix-12 V2.vst3
Nectar 4 Dimension,User VST3 Plugins,Audio Plugin,Active,Audio DSP,Internal M2 Ultra,/Users/m2ultra/Library/Audio/Plug-Ins/VST3/Nectar 4 Dimension.vst3
RX 6 Monitor,User VST3 Plugins,Audio Plugin,Active,Audio DSP,Internal M2 Ultra,/Users/m2ultra/Library/Audio/Plug-Ins/VST3/RX 6 Monitor.vst3
RC 24,User VST3 Plugins,Audio Plugin,Active,Audio DSP,Internal M2 Ultra,/Users/m2ultra/Library/Audio/Plug-Ins/VST3/RC 24.vst3
Neutron 2,User VST3 Plugins,Audio Plugin,Active,Audio DSP,Internal M2 Ultra,/Users/m2ultra/Library/Audio/Plug-Ins/VST3/Neutron 2.vst3
TR5 TASCAM 388,User VST3 Plugins,Audio Plugin,Active,Audio DSP,Internal M2 Ultra,/Users/m2ultra/Library/Audio/Plug-Ins/VST3/TR5 TASCAM 388.vst3
ValhallaSupermassive,User VST3 Plugins,Audio Plugin,Active,Audio DSP,Internal M2 Ultra,/Users/m2ultra/Library/Audio/Plug-Ins/VST3/ValhallaSupermassive.vst3
Ozone 11 Master Rebalance,User VST3 Plugins,Audio Plugin,Active,Audio DSP,Internal M2 Ultra,/Users/m2ultra/Library/Audio/Plug-Ins/VST3/Ozone 11 Master Rebalance.vst3
Nectar 4 Equalizer,User VST3 Plugins,Audio Plugin,Active,Audio DSP,Internal M2 Ultra,/Users/m2ultra/Library/Audio/Plug-Ins/VST3/Nectar 4 Equalizer.vst3
Ozone 8 Elements,User VST3 Plugins,Audio Plugin,Active,Audio DSP,Internal M2 Ultra,/Users/m2ultra/Library/Audio/Plug-Ins/VST3/Ozone 8 Elements.vst3
Nectar 4 Elements,User VST3 Plugins,Audio Plugin,Active,Audio DSP,Internal M2 Ultra,/Users/m2ultra/Library/Audio/Plug-Ins/VST3/Nectar 4 Elements.vst3
Fracture,User VST3 Plugins,Audio Plugin,Active,Audio DSP,Internal M2 Ultra,/Users/m2ultra/Library/Audio/Plug-Ins/VST3/Fracture.vst3
Synclavier V,User VST3 Plugins,Audio Plugin,Active,Audio DSP,Internal M2 Ultra,/Users/m2ultra/Library/Audio/Plug-Ins/VST3/Synclavier V.vst3
Prophet-5 V,User VST3 Plugins,Audio Plugin,Active,Audio DSP,Internal M2 Ultra,/Users/m2ultra/Library/Audio/Plug-Ins/VST3/Prophet-5 V.vst3
Neutron 3 Gate,User VST3 Plugins,Audio Plugin,Active,Audio DSP,Internal M2 Ultra,/Users/m2ultra/Library/Audio/Plug-Ins/VST3/Neutron 3 Gate.vst3
Neutrino,User VST3 Plugins,Audio Plugin,Active,Audio DSP,Internal M2 Ultra,/Users/m2ultra/Library/Audio/Plug-Ins/VST3/Neutrino.vst3
IVGI2,User VST3 Plugins,Audio Plugin,Active,Audio DSP,Internal M2 Ultra,/Users/m2ultra/Library/Audio/Plug-Ins/VST3/IVGI2.vst3
uaudio_studer_a800,User VST3 Plugins,Audio Plugin,Active,Audio DSP,Internal M2 Ultra,/Users/m2ultra/Library/Audio/Plug-Ins/VST3/uaudio_studer_a800.vst3
Scaler,User VST3 Plugins,Audio Plugin,Active,Audio DSP,Internal M2 Ultra,/Users/m2ultra/Library/Audio/Plug-Ins/VST3/Scaler.vst3
OP-Xa V,User VST3 Plugins,Audio Plugin,Active,Audio DSP,Internal M2 Ultra,/Users/m2ultra/Library/Audio/Plug-Ins/VST3/OP-Xa V.vst3
Playbeat 3 Lite,User VST3 Plugins,Audio Plugin,Active,Audio DSP,Internal M2 Ultra,/Users/m2ultra/Library/Audio/Plug-Ins/VST3/Playbeat 3 Lite.vst3
Ozone 10 Stabilizer,User VST3 Plugins,Audio Plugin,Active,Audio DSP,Internal M2 Ultra,/Users/m2ultra/Library/Audio/Plug-Ins/VST3/Ozone 10 Stabilizer.vst3
bx_subfilter,User VST3 Plugins,Audio Plugin,Active,Audio DSP,Internal M2 Ultra,/Users/m2ultra/Library/Audio/Plug-Ins/VST3/bx_subfilter.vst3
Ozone 10 Imager,User VST3 Plugins,Audio Plugin,Active,Audio DSP,Internal M2 Ultra,/Users/m2ultra/Library/Audio/Plug-Ins/VST3/Ozone 10 Imager.vst3
Buchla Easel V,User VST3 Plugins,Audio Plugin,Active,Audio DSP,Internal M2 Ultra,/Users/m2ultra/Library/Audio/Plug-Ins/VST3/Buchla Easel V.vst3
TR5 Quad Image,User VST3 Plugins,Audio Plugin,Active,Audio DSP,Internal M2 Ultra,/Users/m2ultra/Library/Audio/Plug-Ins/VST3/TR5 Quad Image.vst3
TR5 Tape Machine 99,User VST3 Plugins,Audio Plugin,Active,Audio DSP,Internal M2 Ultra,/Users/m2ultra/Library/Audio/Plug-Ins/VST3/TR5 Tape Machine 99.vst3
Dirt,User VST3 Plugins,Audio Plugin,Active,Audio DSP,Internal M2 Ultra,/Users/m2ultra/Library/Audio/Plug-Ins/VST3/Dirt.vst3
Life,User VST3 Plugins,Audio Plugin,Active,Audio DSP,Internal M2 Ultra,/Users/m2ultra/Library/Audio/Plug-Ins/VST3/Life.vst3
VC 2A,User VST3 Plugins,Audio Plugin,Active,Audio DSP,Internal M2 Ultra,/Users/m2ultra/Library/Audio/Plug-Ins/VST3/VC 2A.vst3
WEDGE FORCE Keemun,User VST3 Plugins,Audio Plugin,Active,Audio DSP,Internal M2 Ultra,/Users/m2ultra/Library/Audio/Plug-Ins/VST3/WEDGE FORCE Keemun.vst3
Originals - Cinematic Pads,User VST3 Plugins,Audio Plugin,Active,Audio DSP,Internal M2 Ultra,/Users/m2ultra/Library/Audio/Plug-Ins/VST3/Originals - Cinematic Pads.vst3
Bass Amp Room,User VST3 Plugins,Audio Plugin,Active,Audio DSP,Internal M2 Ultra,/Users/m2ultra/Library/Audio/Plug-Ins/VST3/Bass Amp Room.vst3
Ozone 9 Low End Focus,User VST3 Plugins,Audio Plugin,Active,Audio DSP,Internal M2 Ultra,/Users/m2ultra/Library/Audio/Plug-Ins/VST3/Ozone 9 Low End Focus.vst3
TONEX,User VST3 Plugins,Audio Plugin,Active,Audio DSP,Internal M2 Ultra,/Users/m2ultra/Library/Audio/Plug-Ins/VST3/TONEX.vst3
DC1A3,User VST3 Plugins,Audio Plugin,Active,Audio DSP,Internal M2 Ultra,/Users/m2ultra/Library/Audio/Plug-Ins/VST3/DC1A3.vst3
Vienna Ensemble,User VST3 Plugins,Audio Plugin,Active,Audio DSP,Internal M2 Ultra,/Users/m2ultra/Library/Audio/Plug-Ins/VST3/Vienna Ensemble.vst3
BC Chorus 4 VST3(Mono),User VST3 Plugins,Audio Plugin,Active,Audio DSP,Internal M2 Ultra,/Users/m2ultra/Library/Audio/Plug-Ins/VST3/BC Chorus 4 VST3(Mono).vst3
iZotope VocalSynth,User VST3 Plugins,Audio Plugin,Active,Audio DSP,Internal M2 Ultra,/Users/m2ultra/Library/Audio/Plug-Ins/VST3/iZotope VocalSynth.vst3
Stratus,User VST3 Plugins,Audio Plugin,Active,Audio DSP,Internal M2 Ultra,/Users/m2ultra/Library/Audio/Plug-Ins/VST3/Stratus.vst3
Opus,User VST3 Plugins,Audio Plugin,Active,Audio DSP,Internal M2 Ultra,/Users/m2ultra/Library/Audio/Plug-Ins/VST3/Opus.vst3
TR5 Bus Compressor,User VST3 Plugins,Audio Plugin,Active,Audio DSP,Internal M2 Ultra,/Users/m2ultra/Library/Audio/Plug-Ins/VST3/TR5 Bus Compressor.vst3
TR5 Brickwall Limiter,User VST3 Plugins,Audio Plugin,Active,Audio DSP,Internal M2 Ultra,/Users/m2ultra/Library/Audio/Plug-Ins/VST3/TR5 Brickwall Limiter.vst3
iZotope RX 5 De-clip,User VST3 Plugins,Audio Plugin,Active,Audio DSP,Internal M2 Ultra,/Users/m2ultra/Library/Audio/Plug-Ins/VST3/iZotope RX 5 De-clip.vst3
Neutron 3 Exciter,User VST3 Plugins,Audio Plugin,Active,Audio DSP,Internal M2 Ultra,/Users/m2ultra/Library/Audio/Plug-Ins/VST3/Neutron 3 Exciter.vst3
WaveShell1-VST3 14.17,User VST3 Plugins,Audio Plugin,Active,Audio DSP,Internal M2 Ultra,/Users/m2ultra/Library/Audio/Plug-Ins/VST3/WaveShell1-VST3 14.17.vst3
AlterEgo,User VST3 Plugins,Audio Plugin,Active,Audio DSP,Internal M2 Ultra,/Users/m2ultra/Library/Audio/Plug-Ins/VST3/AlterEgo.vst3
Flair,User VST3 Plugins,Audio Plugin,Active,Audio DSP,Internal M2 Ultra,/Users/m2ultra/Library/Audio/Plug-Ins/VST3/Flair.vst3
Neutron 4 Exciter,User VST3 Plugins,Audio Plugin,Active,Audio DSP,Internal M2 Ultra,/Users/m2ultra/Library/Audio/Plug-Ins/VST3/Neutron 4 Exciter.vst3
RX 10 De-crackle,User VST3 Plugins,Audio Plugin,Active,Audio DSP,Internal M2 Ultra,/Users/m2ultra/Library/Audio/Plug-Ins/VST3/RX 10 De-crackle.vst3
Auto-Key,User VST3 Plugins,Audio Plugin,Active,Audio DSP,Internal M2 Ultra,/Users/m2ultra/Library/Audio/Plug-Ins/VST3/Auto-Key.vst3
TR5 The Farm Stone Room,User VST3 Plugins,Audio Plugin,Active,Audio DSP,Internal M2 Ultra,/Users/m2ultra/Library/Audio/Plug-Ins/VST3/TR5 The Farm Stone Room.vst3
bx_cleansweep Pro,User VST3 Plugins,Audio Plugin,Active,Audio DSP,Internal M2 Ultra,/Users/m2ultra/Library/Audio/Plug-Ins/VST3/bx_cleansweep Pro.vst3
Solina V2,User VST3 Plugins,Audio Plugin,Active,Audio DSP,Internal M2 Ultra,/Users/m2ultra/Library/Audio/Plug-Ins/VST3/Solina V2.vst3
iZotope RX Final Mix,User VST3 Plugins,Audio Plugin,Active,Audio DSP,Internal M2 Ultra,/Users/m2ultra/Library/Audio/Plug-Ins/VST3/iZotope RX Final Mix.vst3
RX 10 De-clip,User VST3 Plugins,Audio Plugin,Active,Audio DSP,Internal M2 Ultra,/Users/m2ultra/Library/Audio/Plug-Ins/VST3/RX 10 De-clip.vst3
Modular V3,User VST3 Plugins,Audio Plugin,Active,Audio DSP,Internal M2 Ultra,/Users/m2ultra/Library/Audio/Plug-Ins/VST3/Modular V3.vst3
RX 6 De-hum,User VST3 Plugins,Audio Plugin,Active,Audio DSP,Internal M2 Ultra,/Users/m2ultra/Library/Audio/Plug-Ins/VST3/RX 6 De-hum.vst3
RX 11 Spectral De-noise,User VST3 Plugins,Audio Plugin,Active,Audio DSP,Internal M2 Ultra,/Users/m2ultra/Library/Audio/Plug-Ins/VST3/RX 11 Spectral De-noise.vst3
Arcade,User VST3 Plugins,Audio Plugin,Active,Audio DSP,Internal M2 Ultra,/Users/m2ultra/Library/Audio/Plug-Ins/VST3/Arcade.vst3
BC Phaser 3 VST3(Stereo),User VST3 Plugins,Audio Plugin,Active,Audio DSP,Internal M2 Ultra,/Users/m2ultra/Library/Audio/Plug-Ins/VST3/BC Phaser 3 VST3(Stereo).vst3
WaveShell1-VST3 14.21,User VST3 Plugins,Audio Plugin,Active,Audio DSP,Internal M2 Ultra,/Users/m2ultra/Library/Audio/Plug-Ins/VST3/WaveShell1-VST3 14.21.vst3
Crystalline,User VST3 Plugins,Audio Plugin,Active,Audio DSP,Internal M2 Ultra,/Users/m2ultra/Library/Audio/Plug-Ins/VST3/Crystalline.vst3
Ozone 10 Vintage EQ,User VST3 Plugins,Audio Plugin,Active,Audio DSP,Internal M2 Ultra,/Users/m2ultra/Library/Audio/Plug-Ins/VST3/Ozone 10 Vintage EQ.vst3
Stage-73 V,User VST3 Plugins,Audio Plugin,Active,Audio DSP,Internal M2 Ultra,/Users/m2ultra/Library/Audio/Plug-Ins/VST3/Stage-73 V.vst3
RX 11 Spectral Editor,User VST3 Plugins,Audio Plugin,Active,Audio DSP,Internal M2 Ultra,/Users/m2ultra/Library/Audio/Plug-Ins/VST3/RX 11 Spectral Editor.vst3
Relay,User VST3 Plugins,Audio Plugin,Active,Audio DSP,Internal M2 Ultra,/Users/m2ultra/Library/Audio/Plug-Ins/VST3/Relay.vst3
RX 9 Guitar De-noise,User VST3 Plugins,Audio Plugin,Active,Audio DSP,Internal M2 Ultra,/Users/m2ultra/Library/Audio/Plug-Ins/VST3/RX 9 Guitar De-noise.vst3
Neutron 2 Visual Mixer,User VST3 Plugins,Audio Plugin,Active,Audio DSP,Internal M2 Ultra,/Users/m2ultra/Library/Audio/Plug-Ins/VST3/Neutron 2 Visual Mixer.vst3
BC Chorus 4 VST3(Stereo),User VST3 Plugins,Audio Plugin,Active,Audio DSP,Internal M2 Ultra,/Users/m2ultra/Library/Audio/Plug-Ins/VST3/BC Chorus 4 VST3(Stereo).vst3
Ozone 9 Elements,User VST3 Plugins,Audio Plugin,Active,Audio DSP,Internal M2 Ultra,/Users/m2ultra/Library/Audio/Plug-Ins/VST3/Ozone 9 Elements.vst3
AmpliTube 4,User VST3 Plugins,Audio Plugin,Active,Audio DSP,Internal M2 Ultra,/Users/m2ultra/Library/Audio/Plug-Ins/VST3/AmpliTube 4.vst3
Kontakt,User VST3 Plugins,Audio Plugin,Active,Audio DSP,Internal M2 Ultra,/Users/m2ultra/Library/Audio/Plug-Ins/VST3/Kontakt.vst3
