Name,Category,Type,Version,Developer/BundleID,Drive,Install_Path
AudioMemos,macOS Applications,Application,Unknown,Unknown,Internal M2 Ultra,/Applications/AudioMemos.app
App for Google Maps,macOS Applications,Application,1.1.2,com.lapps.mapsplus,Internal M2 Ultra,/Applications/App for Google Maps.app
Linearity Curve,macOS Applications,Application,6.12.0,com.linearity.vn,Internal M2 Ultra,/Applications/Linearity Curve.app
Google Chrome Beta,macOS Applications,Application,155.0.8059.12,com.google.Chrome.beta,Internal M2 Ultra,/Applications/Google Chrome Beta.app
Wappalyzer - Technology profiler,macOS Applications,Application,6.10.67,com.wappalyzer.Wappalyzer,Internal M2 Ultra,/Applications/Wappalyzer - Technology profiler.app
Spark,macOS Applications,Application,2.11.67,com.readdle.smartemail-Mac,Internal M2 Ultra,/Applications/Spark.app
App Box,macOS Applications,Application,Unknown,Unknown,Internal M2 Ultra,/Applications/App Box.app
LocalizeKit,macOS Applications,Application,1.1.3,com.mnm.localizeKit,Internal M2 Ultra,/Applications/LocalizeKit.app
websitepublisher-connect,macOS Applications,Application,2.2.0,ai.websitepublisher.connect,Internal M2 Ultra,/Applications/websitepublisher-connect.app
Proton Authenticator,macOS Applications,Application,Unknown,Unknown,Internal M2 Ultra,/Applications/Proton Authenticator.app
Sing Karaoke,macOS Applications,Application,Unknown,Unknown,Internal M2 Ultra,/Applications/Sing Karaoke.app
FreeFileSync,macOS Applications,Application,14.10,org.freefilesync.FreeFileSync,Internal M2 Ultra,/Applications/FreeFileSync.app
Motion Creator Studio,macOS Applications,Application,6.3,com.apple.motionappApp,Internal M2 Ultra,/Applications/Motion Creator Studio.app
SSH Client,macOS Applications,Application,5.5,com.moontechnolabs.ssh2,Internal M2 Ultra,/Applications/SSH Client.app
Swiftify for Xcode,macOS Applications,Application,6.2,com.Swiftify.Xcode,Internal M2 Ultra,/Applications/Swiftify for Xcode.app
Pixelmator Pro Creator Studio,macOS Applications,Application,4.3,com.apple.pixelmator,Internal M2 Ultra,/Applications/Pixelmator Pro Creator Studio.app
Eve,macOS Applications,Application,Unknown,Unknown,Internal M2 Ultra,/Applications/Eve.app
ColorSlurp,macOS Applications,Application,4.0.3,com.IdeaPunch.ColorSlurp,Internal M2 Ultra,/Applications/ColorSlurp.app
Code Recipes,macOS Applications,Application,4.07,ru.obraztsov.codeSamples,Internal M2 Ultra,/Applications/Code Recipes.app
App Icon Set Creator,macOS Applications,Application,1.6,com.wegenerlabs.Espresso,Internal M2 Ultra,/Applications/App Icon Set Creator.app
Code,macOS Applications,Application,1.138.0,com.microsoft.VSCode,Internal M2 Ultra,/Applications/Visual Studio Code.app
ShellFish,macOS Applications,Application,2026.30,com.appliedphasor.secure-shellfish,Internal M2 Ultra,/Applications/ShellFish.app
Bakery,macOS Applications,Application,2.11,com.goodsnooze.bakery,Internal M2 Ultra,/Applications/Bakery.app
Status Saver,macOS Applications,Application,Unknown,Unknown,Internal M2 Ultra,/Applications/Status Saver.app
NOIZYMOBILE,macOS Applications,Application,1.0,swift-playgrounds-app.NOIZYMOBILE,Internal M2 Ultra,/Applications/NOIZYMOBILE.app
JuCode,macOS Applications,Application,Unknown,Unknown,Internal M2 Ultra,/Applications/JuCode.app
WA Web,macOS Applications,Application,Unknown,Unknown,Internal M2 Ultra,/Applications/WA Web.app
Pippit,macOS Applications,Application,Unknown,Unknown,Internal M2 Ultra,/Applications/Pippit.app
3d Scanner App,macOS Applications,Application,1.2,com.laan.labs.3dScannerPro,Internal M2 Ultra,/Applications/3d Scanner App.app
Bridge Control,macOS Applications,Application,1.1.1,io.neonish.bridgecontrol,Internal M2 Ultra,/Applications/Bridge Control.app
Amazon Quick,macOS Applications,Application,0.717.0,com.amazon.QuickWork.mac,Internal M2 Ultra,/Applications/Amazon Quick.app
Foco+,macOS Applications,Application,2.0.0,br.com.luizsantana.Foco,Internal M2 Ultra,/Applications/Foco.app
IcoMaker,macOS Applications,Application,1.3.0,jp.ogihara.icomaker,Internal M2 Ultra,/Applications/IcoMaker.app
Splice INSTRUMENT,macOS Applications,Application,1.4.1-d794aac,com.splice.Instrument,Internal M2 Ultra,/Applications/Splice INSTRUMENT.app
Code Recipes,macOS Applications,Application,4.07,ru.obraztsov.codeSamplesPython,Internal M2 Ultra,/Applications/Python Recipes.app
Steam Link,macOS Applications,Application,1.3.32,com.valvesoftware.SteamLink17,Internal M2 Ultra,/Applications/Steam Link.app
ServerCat,macOS Applications,Application,26.9.1,tech.baye.servercat,Internal M2 Ultra,/Applications/ServerCat.app
LevelUp: Focus,macOS Applications,Application,1.3.1,com.quantribution.LevelUpFocus,Internal M2 Ultra,/Applications/LevelUp Focus.app
Chords Compass,macOS Applications,Application,1.25,com.neonway.ChordsCompass,Internal M2 Ultra,/Applications/Chords Compass.app
JSON Helper,macOS Applications,Application,1.20,com.vidblishen.jsonhelper,Internal M2 Ultra,/Applications/JSON Helper.app
Hightail,macOS Applications,Application,Unknown,Unknown,Internal M2 Ultra,/Applications/Hightail.app
Easy SSH,macOS Applications,Application,1.16,com.argsment.Easy-SSH,Internal M2 Ultra,/Applications/Easy SSH.app
MTP,macOS Applications,Application,Unknown,Unknown,Internal M2 Ultra,/Applications/MTP.app
Pages Creator Studio,macOS Applications,Application,15.3.1,com.apple.Pages,Internal M2 Ultra,/Applications/Pages Creator Studio.app
Edge Gallery,macOS Applications,Application,Unknown,Unknown,Internal M2 Ultra,/Applications/Edge Gallery.app
Videohub,macOS Applications,Application,Unknown,Unknown,Internal M2 Ultra,/Applications/Videohub.app
xTerminal,macOS Applications,Application,Unknown,Unknown,Internal M2 Ultra,/Applications/xTerminal.app
UA Connect,macOS Applications,Application,1.9.3,com.uaudio.ua-connect,Internal M2 Ultra,/Applications/UA Connect.app
Templates for Swift,macOS Applications,Application,1.0,io.appstudio.UITemplates,Internal M2 Ultra,/Applications/Templates for Swift.app
Remote Desktop,macOS Applications,Application,3.9.8,com.apple.RemoteDesktop,Internal M2 Ultra,/Applications/Remote Desktop.app
BBEdit,macOS Applications,Application,16.0.3,com.barebones.bbedit,Internal M2 Ultra,/Applications/BBEdit.app
UlyssesMac,macOS Applications,Application,41.1,com.ulyssesapp.mac,Internal M2 Ultra,/Applications/UlyssesMac.app
Home Assistant,macOS Applications,Application,2026.9.2,io.robbie.HomeAssistant,Internal M2 Ultra,/Applications/Home Assistant.app
DockUI,macOS Applications,Application,2026.9,com.Maicol.Dockui,Internal M2 Ultra,/Applications/Dock UI.app
Canadian Ride Share,macOS Applications,Application,Unknown,Unknown,Internal M2 Ultra,/Applications/Canadian Ride Share.app
ScriptWidget,macOS Applications,Application,26.6,com.everettjf.scriptwidget,Internal M2 Ultra,/Applications/ScriptWidget.app
SwitchIt,macOS Applications,Application,1.0.1,com.vanrisk.SwitchIt,Internal M2 Ultra,/Applications/SwitchIt.app
App for Netflix ℠,macOS Applications,Application,1.3.3,com.devsage.flix,Internal M2 Ultra,/Applications/App for Netflix ℠.app
AlignmentForXcode,macOS Applications,Application,1.2.0,com.tid.Alignment-for-Xcode,Internal M2 Ultra,/Applications/AlignmentForXcode.app
Go2Shell,macOS Applications,Application,1.2.2,com.alice.mac.go2shell,Internal M2 Ultra,/Applications/Go2Shell.app
ScalesNChords,macOS Applications,Application,Unknown,Unknown,Internal M2 Ultra,/Applications/ScalesNChords.app
Smash Hit,macOS Applications,Application,Unknown,Unknown,Internal M2 Ultra,/Applications/Smash Hit.app
Quick Note,macOS Applications,Application,1.3.11,com.diigo.quicknote,Internal M2 Ultra,/Applications/Quick Note.app
BN-LINK Smart,macOS Applications,Application,Unknown,Unknown,Internal M2 Ultra,/Applications/BN-LINK Smart.app
Copilot,macOS Applications,Application,153.0.4234.38,com.microsoft.m365copilot,Internal M2 Ultra,/Applications/Copilot.app
HubSpot,macOS Applications,Application,Unknown,Unknown,Internal M2 Ultra,/Applications/HubSpot.app
Antigravity,macOS Applications,Application,2.15.1,com.google.antigravity,Internal M2 Ultra,/Applications/Antigravity.app
IPCams,macOS Applications,Application,2026.9.1,io.tylerjones.IPCams,Internal M2 Ultra,/Applications/IPCams.app
Icon Maker Pro,macOS Applications,Application,2.6,com.clubeestech.IconMakerPro,Internal M2 Ultra,/Applications/Icon Maker Pro.app
NoxKey,macOS Applications,Application,1.7.3,dev.noboxdev.Noxkey,Internal M2 Ultra,/Applications/NoxKey.app
Cloudflare One,macOS Applications,Application,Unknown,Unknown,Internal M2 Ultra,/Applications/Cloudflare One.app
Mela,macOS Applications,Application,2.6.1,recipes.mela.appkit,Internal M2 Ultra,/Applications/Mela.app
CapCut,macOS Applications,Application,9.4.0,com.lemon.lvoverseas,Internal M2 Ultra,/Applications/CapCut.app
Cookie Editor,macOS Applications,Application,1.0.3,com.cookie.editor.app,Internal M2 Ultra,/Applications/Cookie Editor.app
PC Financial,macOS Applications,Application,Unknown,Unknown,Internal M2 Ultra,/Applications/PC Financial.app
PDFgear,macOS Applications,Application,2.27,com.pdfeditor.pdfeditormac,Internal M2 Ultra,/Applications/PDFgear.app
Audiofile Calc,macOS Applications,Application,Unknown,Unknown,Internal M2 Ultra,/Applications/Audiofile Calc.app
No List,macOS Applications,Application,Unknown,Unknown,Internal M2 Ultra,/Applications/No List.app
Wash Post NIE,macOS Applications,Application,Unknown,Unknown,Internal M2 Ultra,/Applications/Wash Post NIE.app
Code Recipes,macOS Applications,Application,4.07,ru.obraztsov.codeSamplesJavaScript,Internal M2 Ultra,/Applications/JavaScript Recipes.app
exabox,macOS Applications,Application,4.0.2,app.exabox,Internal M2 Ultra,/Applications/exabox.app
Replit,macOS Applications,Application,Unknown,Unknown,Internal M2 Ultra,/Applications/Replit.app
Photomator,macOS Applications,Application,3.4.15,com.pixelmatorteam.pixelmator.touch.x.photo,Internal M2 Ultra,/Applications/Photomator.app
Gemini,macOS Applications,Application,1.116.5.889,com.google.GeminiMacOS,Internal M2 Ultra,/Applications/Gemini.app
LM Studio,macOS Applications,Application,0.4.23+1,ai.elementlabs.lmstudio,Internal M2 Ultra,/Applications/LM Studio.app
EasyFind,macOS Applications,Application,4.9.3,org.grunenberg.EasyFind,Internal M2 Ultra,/Applications/EasyFind.app
Ringer,macOS Applications,Application,2.0.5,com.pixelresearchlabs.osx.ringer,Internal M2 Ultra,/Applications/Ringer.app
WordService,macOS Applications,Application,2.8.3,org.grunenberg.WordService,Internal M2 Ultra,/Applications/WordService.app
Claude,macOS Applications,Application,2.7032.0,com.anthropic.claudefordesktop,Internal M2 Ultra,/Applications/Claude.app
Termius,macOS Applications,Application,10.1.0,com.termius.mac,Internal M2 Ultra,/Applications/Termius.app
REtroAnimator,macOS Applications,Application,1.0.1,com.claviatura.reanimator,Internal M2 Ultra,/Applications/REtroAnimator.app
Figma,macOS Applications,Application,126.4.11,com.figma.Desktop,Internal M2 Ultra,/Applications/Figma.app
Color Picker Plus,macOS Applications,Application,1.8,com.elimisoft.colorpicker,Internal M2 Ultra,/Applications/Color Picker Plus.app
Controller,macOS Applications,Application,9.0.5,com.janandre.HomeKitTimers,Internal M2 Ultra,/Applications/ControllerForHomeKit.app
Disk Speed Test,macOS Applications,Application,3.4.3,com.blackmagic-design.DiskSpeedTest,Internal M2 Ultra,/Applications/Blackmagic Disk Speed Test.app
TechTool Monitor,macOS Applications,Application,6.0.8,com.micromat.ttm-agent,Internal M2 Ultra,/Applications/TechTool Monitor.app
Steam,macOS Applications,Application,6.1,com.valvesoftware.steam,Internal M2 Ultra,/Applications/Steam.app
Syncthing,macOS Applications,Application,2.0.14-1,com.github.xor-gate.syncthing-macosx,Internal M2 Ultra,/Applications/Syncthing.app
OneMobile,macOS Applications,Application,Unknown,Unknown,Internal M2 Ultra,/Applications/OneMobile.app
Space Launch Conference,macOS Applications,Application,Unknown,Unknown,Internal M2 Ultra,/Applications/Space Launch Conference.app
AnyViewer,macOS Applications,Application,Unknown,Unknown,Internal M2 Ultra,/Applications/AnyViewer.app
Nano AI,macOS Applications,Application,Unknown,Unknown,Internal M2 Ultra,/Applications/Nano AI.app
DEVONagent,macOS Applications,Application,3.11.11,com.devon-technologies.agent,Internal M2 Ultra,/Applications/DEVONagent.app
RadioMusicCloud,macOS Applications,Application,Unknown,Unknown,Internal M2 Ultra,/Applications/RadioMusicCloud.app
PortX,macOS Applications,Application,2.3.0,com.netsarang.portx,Internal M2 Ultra,/Applications/PortX.app
Cookie-Editor,macOS Applications,Application,1.13.0,ca.cgagnier.cookie-editor,Internal M2 Ultra,/Applications/Cookie-Editor.app
Remote+,macOS Applications,Application,2026.46,com.cherpake.macrc,Internal M2 Ultra,/Applications/Remote.app
GherkinFormatterExtension,macOS Applications,Application,1.0,com.waltin.GherkinFormatterXcodeExtension.GherkinFormatter,Internal M2 Ultra,/Applications/GherkinFormatterExtension.app
MainStage Creator Studio,macOS Applications,Application,4.3.1,com.apple.MainStageApp,Internal M2 Ultra,/Applications/MainStage Creator Studio.app
Manus 2,macOS Applications,Application,Unknown,Unknown,Internal M2 Ultra,/Applications/Manus 2.app
XML,macOS Applications,Application,Unknown,Unknown,Internal M2 Ultra,/Applications/XML.app
OneAuth,macOS Applications,Application,4.4.1,com.zoho.iamlogin,Internal M2 Ultra,/Applications/OneAuth.app
LottieFiles,macOS Applications,Application,2.4.0,com.lottiefiles.macos,Internal M2 Ultra,/Applications/LottieFilesApp.app
Google Chrome,macOS Applications,Application,154.0.8037.58,com.google.Chrome,Internal M2 Ultra,/Applications/Google Chrome.app
Desktop Commander,macOS Applications,Application,1.25.17,app.desktopcommander,Internal M2 Ultra,/Applications/Desktop Commander.app
Character Commands for Xcode,macOS Applications,Application,2021.1,com.ifswllc.charcmd,Internal M2 Ultra,/Applications/Character Commands for Xcode.app
App for Facebook Messenger,macOS Applications,Application,2.0.4,com.appfm.softiqeood,Internal M2 Ultra,/Applications/App for Facebook Messenger.app
Terminux,macOS Applications,Application,2.2.1,www.app.terminus,Internal M2 Ultra,/Applications/Terminux.app
Valentina Studio,macOS Applications,Application,17.5.3,com.paradigmasoft.vstudio,Internal M2 Ultra,/Applications/Valentina Studio.app
Apps for Instragram,macOS Applications,Application,2.3,com.client.appforinstagram,Internal M2 Ultra,/Applications/Apps for Instagram.app
The Explorers Club,macOS Applications,Application,Unknown,Unknown,Internal M2 Ultra,/Applications/The Explorers Club.app
Unread,macOS Applications,Application,5.0,com.goldenhillsoftware.Unread2,Internal M2 Ultra,/Applications/Unread.app
Craft,macOS Applications,Application,3.6.8,com.lukilabs.lukiapp,Internal M2 Ultra,/Applications/Craft.app
AdBlock Pro,macOS Applications,Application,12.4.1,com.samuellaska.AdBuster,Internal M2 Ultra,/Applications/AdBlock Pro.app
Numbers,macOS Applications,Application,14.5,com.apple.iWork.Numbers,Internal M2 Ultra,/Applications/Numbers.app
Reins,macOS Applications,Application,2.2.1,dev.ibrahimcetin.reins,Internal M2 Ultra,/Applications/Reins.app
Propertizer,macOS Applications,Application,1.0.1,com.josipbernat.PropertyAutocomplete,Internal M2 Ultra,/Applications/PropertyAutocomplete.app
Py Editor,macOS Applications,Application,27.0.0,com.python.editor.macOS,Internal M2 Ultra,/Applications/Py Editor.app
Resizer,macOS Applications,Application,1.4,com.bonobolabs.unretina,Internal M2 Ultra,/Applications/Resizer.app
Extractor,macOS Applications,Application,1.6,com.fiplab.extractor,Internal M2 Ultra,/Applications/Extractor.app
Dropbox,macOS Applications,Application,272.4.3731,com.getdropbox.dropbox,Internal M2 Ultra,/Applications/Dropbox.app
MacWhisper,macOS Applications,Application,14.7,com.goodsnooze.MacWhisper,Internal M2 Ultra,/Applications/MacWhisper.app
Compressor Creator Studio,macOS Applications,Application,5.3,com.apple.CompressorApp,Internal M2 Ultra,/Applications/Compressor Creator Studio.app
Spark Desktop,macOS Applications,Application,3.30.12,com.readdle.SparkDesktop.appstore,Internal M2 Ultra,/Applications/Spark Desktop 2.app
Code - Insiders,macOS Applications,Application,1.139.0-insider,com.microsoft.VSCodeInsiders,Internal M2 Ultra,/Applications/Visual Studio Code - Insiders.app
LocalDevVPN,macOS Applications,Application,Unknown,Unknown,Internal M2 Ultra,/Applications/LocalDevVPN.app
Sequel Ace,macOS Applications,Application,5.4.0,com.sequel-ace.sequel-ace,Internal M2 Ultra,/Applications/Sequel Ace.app
ƒ Generator,macOS Applications,Application,Unknown,Unknown,Internal M2 Ultra,/Applications/ƒ Generator.app
Klipped,macOS Applications,Application,3.0.2,com.klipped.editor,Internal M2 Ultra,/Applications/Klipped.app
Volume Booster,macOS Applications,Application,Unknown,Unknown,Internal M2 Ultra,/Applications/Volume Booster.app
Microsoft Defender,macOS Applications,Application,101.26072.0017,com.microsoft.wdav,Internal M2 Ultra,/Applications/Microsoft Defender.app
Demo,macOS Applications,Application,3.7.0,com.demomusic.demo,Internal M2 Ultra,/Applications/Demo.app
GDevelop,macOS Applications,Application,Unknown,Unknown,Internal M2 Ultra,/Applications/GDevelop.app
Signals,macOS Applications,Application,2.9,org.mcorey.HomeFlash,Internal M2 Ultra,/Applications/Signals.app
Save to Pinterest,macOS Applications,Application,6.13.1,pinterest.SaveToPinterest,Internal M2 Ultra,/Applications/Save to Pinterest.app
Moped,macOS Applications,Application,3.0.1,net.machorro.roberto.Moped,Internal M2 Ultra,/Applications/Moped.app
App Language Chooser,macOS Applications,Application,1.0,com.ctmdev.App-Language-Chooser,Internal M2 Ultra,/Applications/App Language Chooser.app
Smart JSON Editor,macOS Applications,Application,1.4.5,com.artproweb.smartjsoneditor.mac,Internal M2 Ultra,/Applications/Smart JSON Editor.app
Compute,macOS Applications,Application,1.3,com.tsopin.CloudComputeFinal,Internal M2 Ultra,/Applications/Compute.app
TestFlight,macOS Applications,Application,4.3.1,com.apple.TestFlight,Internal M2 Ultra,/Applications/TestFlight.app
Ruler,macOS Applications,Application,4.3,com.jinzhenyu.ruler,Internal M2 Ultra,/Applications/Ruler.app
Code,macOS Applications,Application,1.5,com.codeix.app,Internal M2 Ultra,/Applications/Code.app
Asset Catalog Creator,macOS Applications,Application,3.13,com.bridgetech.asset-catalog-free,Internal M2 Ultra,/Applications/Asset Catalog Creator.app
XP IPTV,macOS Applications,Application,1.2,com.player.xpiptv,Internal M2 Ultra,/Applications/XP IPTV.app
PrettyJSON for Safari,macOS Applications,Application,2.2,ai.shamur.bin.PrettyJSON,Internal M2 Ultra,/Applications/PrettyJSON for Safari.app
Cleaner for Xcode,macOS Applications,Application,26.7.0,io.hyperapp.XcodeCleaner,Internal M2 Ultra,/Applications/Cleaner for Xcode.app
Telegram,macOS Applications,Application,12.7,ru.keepcoder.Telegram,Internal M2 Ultra,/Applications/Telegram.app
Capo,macOS Applications,Application,4.7.1,com.supermegaultragroovy.capo3.mac,Internal M2 Ultra,/Applications/Capo.app
Parsec,macOS Applications,Application,150.101.0,tv.parsec.www,Internal M2 Ultra,/Applications/Parsec.app
Parallels Desktop,macOS Applications,Application,27.0.2,com.parallels.desktop.console,Internal M2 Ultra,/Applications/Parallels Desktop.app
Headway,macOS Applications,Application,Unknown,Unknown,Internal M2 Ultra,/Applications/Headway.app
Element,macOS Applications,Application,1.12.28,im.riot.app,Internal M2 Ultra,/Applications/Element.app
Apps for Google App,macOS Applications,Application,1.4.2,kj.gapps,Internal M2 Ultra,/Applications/Apps for Google App.app
Notion,macOS Applications,Application,7.34.0,notion.id,Internal M2 Ultra,/Applications/Notion.app
Postman Interceptor,macOS Applications,Application,1.4.6,com.postman.Postman-Interceptor,Internal M2 Ultra,/Applications/Postman Interceptor.app
HelloWebLite,macOS Applications,Application,1.2.4,net.langui.HelloWebFree,Internal M2 Ultra,/Applications/HelloWebLite.app
Digital Hex Converter,macOS Applications,Application,1.0,com.mightyIT.hex-converter,Internal M2 Ultra,/Applications/HEX Converter.app
Home Edition,macOS Applications,Application,Unknown,Unknown,Internal M2 Ultra,/Applications/Home Edition.app
Xcode,macOS Applications,Application,27.0,com.apple.dt.Xcode,Internal M2 Ultra,/Applications/Xcode.app
monday.com,macOS Applications,Application,1.0.45,com.monday.desktop,Internal M2 Ultra,/Applications/monday.com.app
V-Control Pro 1,macOS Applications,Application,Unknown,Unknown,Internal M2 Ultra,/Applications/V-Control Pro 1.app
Nicegram,macOS Applications,Application,Unknown,Unknown,Internal M2 Ultra,/Applications/Nicegram.app
Proton Wallet,macOS Applications,Application,Unknown,Unknown,Internal M2 Ultra,/Applications/Proton Wallet.app
Kepler,macOS Applications,Application,0.10.0,com.kepler.app,Internal M2 Ultra,/Applications/Kepler.app
Bluesky,macOS Applications,Application,Unknown,Unknown,Internal M2 Ultra,/Applications/Bluesky.app
Day One,macOS Applications,Application,2026.19,com.bloombuilt.dayone-mac,Internal M2 Ultra,/Applications/Day One.app
VoiceChanger,macOS Applications,Application,Unknown,Unknown,Internal M2 Ultra,/Applications/VoiceChanger.app
System Designer,macOS Applications,Application,5.3.1,com.ecarriou.systemdesigner,Internal M2 Ultra,/Applications/System Designer.app
virtualOS,macOS Applications,Application,3.0,com.github.yep.ios.virtualOS,Internal M2 Ultra,/Applications/virtualOS.app
PowerShell,macOS Applications,Application,7.5.4,com.microsoft.powershell,Internal M2 Ultra,/Applications/PowerShell.app
RocketSim,macOS Applications,Application,16.5.0,com.swiftLee.RocketSim,Internal M2 Ultra,/Applications/RocketSim.app
Pyxen,macOS Applications,Application,26.5,com.pyxen.app,Internal M2 Ultra,/Applications/Pyxen.app
OneDrive,macOS Applications,Application,26.173.0906,com.microsoft.OneDrive,Internal M2 Ultra,/Applications/OneDrive.app
Zangi,macOS Applications,Application,Unknown,Unknown,Internal M2 Ultra,/Applications/Zangi.app
Warp,macOS Applications,Application,0.2026.09.09.08.26.02,dev.warp.Warp-Stable,Internal M2 Ultra,/Applications/Warp.app
Pastel,macOS Applications,Application,2.6.1,com.highcaffeinecontent.pastel,Internal M2 Ultra,/Applications/Pastel.app
SaveTik,macOS Applications,Application,Unknown,Unknown,Internal M2 Ultra,/Applications/SaveTik.app
Windows App,macOS Applications,Application,11.4.0,com.microsoft.rdc.macos,Internal M2 Ultra,/Applications/Windows App.app
Homey,macOS Applications,Application,Unknown,Unknown,Internal M2 Ultra,/Applications/Homey.app
iHosts,macOS Applications,Application,1.4.0,net.toolinbox.ihosts,Internal M2 Ultra,/Applications/iHosts.app
XHelper,macOS Applications,Application,1.4.0,com.veasoftware.XHelper,Internal M2 Ultra,/Applications/XHelper.app
Moonlight,macOS Applications,Application,6.1.0,com.moonlight-stream.Moonlight,Internal M2 Ultra,/Applications/Moonlight.app
Supabase Go,macOS Applications,Application,Unknown,Unknown,Internal M2 Ultra,/Applications/Supabase Go.app
White Noise,macOS Applications,Application,Unknown,Unknown,Internal M2 Ultra,/Applications/White Noise.app
Core Shell,macOS Applications,Application,5.1.1,io.coressh.shell,Internal M2 Ultra,/Applications/Core Shell.app
Spotify,macOS Applications,Application,Unknown,Unknown,Internal M2 Ultra,/Applications/Spotify.app
Geox Kids Books,macOS Applications,Application,Unknown,Unknown,Internal M2 Ultra,/Applications/Geox Kids Books.app
OnSong 2020,macOS Applications,Application,Unknown,Unknown,Internal M2 Ultra,/Applications/OnSong 2020.app
LiftOff!,macOS Applications,Application,Unknown,Unknown,Internal M2 Ultra,/Applications/LiftOff!.app
PyCharm,macOS Applications,Application,2026.2.0.1,com.jetbrains.pycharm,Internal M2 Ultra,/Applications/PyCharm.app
Hex Fiend,macOS Applications,Application,2.15,com.ridiculousfish.HexFiend,Internal M2 Ultra,/Applications/Hex Fiend.app
FamilyTree,macOS Applications,Application,Unknown,Unknown,Internal M2 Ultra,/Applications/FamilyTree.app
Simple Web Server,macOS Applications,Application,1.2.17,org.simplewebserver.simplewebserver,Internal M2 Ultra,/Applications/Simple Web Server.app
RealTimeSync,macOS Applications,Application,14.10,org.freefilesync.RealTimeSync,Internal M2 Ultra,/Applications/RealTimeSync.app
iMovie,macOS Applications,Application,10.4.4,com.apple.iMovieApp,Internal M2 Ultra,/Applications/iMovie.app
Mail for Gmail,macOS Applications,Application,2.2.2,com.fokusek.imailprogmail.com,Internal M2 Ultra,/Applications/Mail for Gmail.app
Luna,macOS Applications,Application,1.2,com.orucar.projedenemesi,Internal M2 Ultra,/Applications/Luna 2.app
SnailGitLite,macOS Applications,Application,1.11.8,net.langui.SnailGitFree,Internal M2 Ultra,/Applications/SnailGitLite.app
Happy,macOS Applications,Application,Unknown,Unknown,Internal M2 Ultra,/Applications/Happy.app
PhotoStickies,macOS Applications,Application,6.0.1,org.grunenberg.PhotoStickies,Internal M2 Ultra,/Applications/PhotoStickies.app
SQLPro Studio,macOS Applications,Application,2026.259,com.hankinsoft.osx.sqlprostudio,Internal M2 Ultra,/Applications/SQLPro Studio.app
Appily,macOS Applications,Application,3.5,com.dragdrop.app,Internal M2 Ultra,/Applications/Appily.app
Vesta,macOS Applications,Application,1.1,studio.creative-ai.ArtifactPlayer,Internal M2 Ultra,/Applications/ArtifactPlayer.app
DBeaver Community,macOS Applications,Application,26.1.2,org.jkiss.dbeaver.core.product,Internal M2 Ultra,/Applications/DBeaver.app
RectLabel,macOS Applications,Application,2026.04.02,com.waysify.roi,Internal M2 Ultra,/Applications/RectLabel.app
KeyPad,macOS Applications,Application,2.30,com.toolbunch.KeyPad,Internal M2 Ultra,/Applications/KeyPad.app
iTranslate,macOS Applications,Application,Unknown,Unknown,Internal M2 Ultra,/Applications/iTranslate.app
Inkscape,macOS Applications,Application,1.4.4,org.inkscape.Inkscape,Internal M2 Ultra,/Applications/Inkscape.app
Cursor,macOS Applications,Application,3.9.16,com.todesktop.230313mzl4w4u92,Internal M2 Ultra,/Applications/Cursor.app
Resolutioner,macOS Applications,Application,2.0,com.sunapps.resolutioner,Internal M2 Ultra,/Applications/Resolutioner.app
ZeroTier,macOS Applications,Application,1.16.1,com.zerotier.ZeroTier-UI,Internal M2 Ultra,/Applications/ZeroTier.app
Bluesfest,macOS Applications,Application,Unknown,Unknown,Internal M2 Ultra,/Applications/Bluesfest.app
WCHSerialPort,macOS Applications,Application,1.1.6,cn.wch.serial.tool,Internal M2 Ultra,/Applications/WCHSerialPort.app
Dante Via,macOS Applications,Application,1.4.1,com.audinate.DanteViaApp,Internal M2 Ultra,/Applications/Dante Via.app
Music Player,macOS Applications,Application,Unknown,Unknown,Internal M2 Ultra,/Applications/Music Player.app
SVG Viewer,macOS Applications,Application,1.2.0,com.onedotlab.svgviewer,Internal M2 Ultra,/Applications/SVGViewer.app
Mockup,macOS Applications,Application,4.4.2,com.hasankassem.mockup,Internal M2 Ultra,/Applications/Mockup.app
Whisper Transcription,macOS Applications,Application,15.1.1,com.goodsnooze.MacWhisper,Internal M2 Ultra,/Applications/Whisper Transcription.app
Wispr Flow,macOS Applications,Application,1.5.530,com.electron.wispr-flow,Internal M2 Ultra,/Applications/Wispr Flow.app
Maps+,macOS Applications,Application,Unknown,Unknown,Internal M2 Ultra,/Applications/Maps+.app
Microsoft Word,macOS Applications,Application,16.113.2,com.microsoft.Word,Internal M2 Ultra,/Applications/Microsoft Word.app
FitFileExplorer,macOS Applications,Application,3.5,net.ro-z.FitFileExplorer,Internal M2 Ultra,/Applications/FitFileExplorer.app
CodeCows,macOS Applications,Application,1.0.12,de.zeezide.cows.CodeCows,Internal M2 Ultra,/Applications/CodeCows.app
Anyplace TV,macOS Applications,Application,Unknown,Unknown,Internal M2 Ultra,/Applications/Anyplace TV.app
Memo AI,macOS Applications,Application,Unknown,Unknown,Internal M2 Ultra,/Applications/Memo AI.app
WidgetWall,macOS Applications,Application,4.1.3,com.amicoapps.widgetwall,Internal M2 Ultra,/Applications/WidgetWall.app
Okta Verify,macOS Applications,Application,9.69.0,com.okta.mobile,Internal M2 Ultra,/Applications/Okta Verify.app
Off,macOS Applications,Application,3.39.1,com.bridgetech.off-free,Internal M2 Ultra,/Applications/Off Free.app
